accuracy,loss,val_accuracy,val_loss,learning_rate
0.19923821091651917,2.27337646484375,0.0875513032078743,2.314945697784424,9.999999747378752e-05
0.2716085612773895,2.044515609741211,0.10396716743707657,2.336515188217163,9.999999747378752e-05
0.31438615918159485,1.9537938833236694,0.1367989033460617,2.292214870452881,9.999999747378752e-05
0.3419279158115387,1.8935801982879639,0.20246237516403198,2.100306749343872,9.999999747378752e-05
0.3627307415008545,1.8371106386184692,0.3625170886516571,1.8593138456344604,9.999999747378752e-05
0.37796661257743835,1.7922375202178955,0.39398086071014404,1.7441725730895996,9.999999747378752e-05
0.3920304775238037,1.7397953271865845,0.38030096888542175,1.7711498737335205,9.999999747378752e-05
0.4096103012561798,1.702713966369629,0.43365252017974854,1.6762691736221313,9.999999747378752e-05
0.42660415172576904,1.666160225868225,0.4623802900314331,1.5955957174301147,9.999999747378752e-05
0.4491649568080902,1.6116787195205688,0.4363885223865509,1.6689424514770508,9.999999747378752e-05
0.45678287744522095,1.5898463726043701,0.396716833114624,1.7510433197021484,9.999999747378752e-05
0.49135658144950867,1.5142215490341187,0.4281805753707886,1.682841420173645,4.999999873689376e-05
0.48373866081237793,1.5031213760375977,0.4856361150741577,1.5545599460601807,4.999999873689376e-05
0.5048344731330872,1.4674301147460938,0.3871408998966217,1.854572057723999,4.999999873689376e-05
0.5036624670028687,1.459039330482483,0.43091654777526855,1.732723593711853,4.999999873689376e-05
0.5206562876701355,1.4037492275238037,0.44186046719551086,1.7011460065841675,2.499999936844688e-05
0.5271022319793701,1.3938407897949219,0.4760601818561554,1.5787849426269531,2.499999936844688e-05
